Nightlord,Shifting Earth,Map ID,Evergaol,Boss
303.0,Heolstor,Mountaintop,Mistwood,Grave Warden Duelist
303.0,Heolstor,Mountaintop,Northeast Tunnel Entrance,Stoneskin Lords
304.0,Heolstor,Mountaintop,Northwest of Lake,Nox Warriors
304.0,Heolstor,Mountaintop,East of Lake,Crystalians
304.0,Heolstor,Mountaintop,Mistwood,Beastmen of Farum Azula
304.0,Heolstor,Mountaintop,Northeast Tunnel Entrance,Godskin Apostle
305.0,Heolstor,Crater,Northwest of Lake,Crucible Knight with Sword
305.0,Heolstor,Crater,Stormhill,Nox Warriors
305.0,Heolstor,Crater,East of Lake,Stoneskin Lords
305.0,Heolstor,Crater,Mistwood,Grave Warden Duelist
306.0,Heolstor,Crater,Northwest of Lake,Bloodhound Knight
306.0,Heolstor,Crater,Stormhill,Godskin Noble
306.0,Heolstor,Crater,East of Lake,Beastmen of Farum Azula
306.0,Heolstor,Crater,Mistwood,Godskin Duo
307.0,Heolstor,Crater,Northwest of Lake,Omen
307.0,Heolstor,Crater,Stormhill,Crucible Knight with Spear
307.0,Heolstor,Crater,East of Lake,Nox Warriors
307.0,Heolstor,Crater,Mistwood,Stoneskin Lords
308.0,Heolstor,Crater,Northwest of Lake,Stoneskin Lords
308.0,Heolstor,Crater,Stormhill,Banished Knights
308.0,Heolstor,Crater,East of Lake,Omen
308.0,Heolstor,Crater,Mistwood,Crucible Knight with Sword
309.0,Heolstor,Crater,Northwest of Lake,Stoneskin Lords
309.0,Heolstor,Crater,Stormhill,Death Rite Bird
309.0,Heolstor,Crater,East of Lake,Crucible Knight with Spear
309.0,Heolstor,Crater,Mistwood,Beastmen of Farum Azula
310.0,Heolstor,Rotted Woods,Northwest of Lake,Crucible Knight with Sword
310.0,Heolstor,Rotted Woods,Murkwater Terminus,Bloodhound Knight
310.0,Heolstor,Rotted Woods,Stormhill,Stoneskin Lords
310.0,Heolstor,Rotted Woods,Highroad,Godskin Noble
310.0,Heolstor,Rotted Woods,Mistwood,Beastmen of Farum Azula
310.0,Heolstor,Rotted Woods,Northeast Tunnel Entrance,Omen
311.0,Heolstor,Rotted Woods,Northwest of Lake,Dragonkin Soldier
311.0,Heolstor,Rotted Woods,Murkwater Terminus,Beastly Brigade
311.0,Heolstor,Rotted Woods,Stormhill,Bloodhound Knight
311.0,Heolstor,Rotted Woods,Highroad,Crystalians
311.0,Heolstor,Rotted Woods,Mistwood,Crucible Knight with Sword
311.0,Heolstor,Rotted Woods,Northeast Tunnel Entrance,Grave Warden Duelist
312.0,Heolstor,Rotted Woods,Northwest of Lake,Dragonkin Soldier
312.0,Heolstor,Rotted Woods,Murkwater Terminus,Bloodhound Knight
312.0,Heolstor,Rotted Woods,Stormhill,Godskin Apostle
312.0,Heolstor,Rotted Woods,Highroad,Crystalians
312.0,Heolstor,Rotted Woods,Mistwood,Beastmen of Farum Azula
312.0,Heolstor,Rotted Woods,Northeast Tunnel Entrance,Beastly Brigade
313.0,Heolstor,Rotted Woods,Northwest of Lake,Nox Warriors
313.0,Heolstor,Rotted Woods,Murkwater Terminus,Beastly Brigade
313.0,Heolstor,Rotted Woods,Stormhill,Beastmen of Farum Azula
313.0,Heolstor,Rotted Woods,Highroad,Crucible Knight with Sword
313.0,Heolstor,Rotted Woods,Mistwood,Godskin Apostle
313.0,Heolstor,Rotted Woods,Northeast Tunnel Entrance,Banished Knights
314.0,Heolstor,Rotted Woods,Northwest of Lake,Crystalians
314.0,Heolstor,Rotted Woods,Murkwater Terminus,Omen
314.0,Heolstor,Rotted Woods,Stormhill,Godskin Noble
314.0,Heolstor,Rotted Woods,Highroad,Crucible Knight with Sword
314.0,Heolstor,Rotted Woods,Mistwood,Death Rite Bird
314.0,Heolstor,Rotted Woods,Northeast Tunnel Entrance,Bloodhound Knight
315.0,Heolstor,Noklateo,Murkwater Terminus,Dragonkin Soldier
315.0,Heolstor,Noklateo,Stormhill,Beastmen of Farum Azula
315.0,Heolstor,Noklateo,Highroad,Stoneskin Lords
315.0,Heolstor,Noklateo,East of Lake,Banished Knights
315.0,Heolstor,Noklateo,Mistwood,Godskin Duo
315.0,Heolstor,Noklateo,Northeast Tunnel Entrance,Crucible Knight with Sword
316.0,Heolstor,Noklateo,Murkwater Terminus,Beastly Brigade
316.0,Heolstor,Noklateo,Stormhill,Dragonkin Soldier
316.0,Heolstor,Noklateo,Highroad,Bloodhound Knight
316.0,Heolstor,Noklateo,East of Lake,Beastmen of Farum Azula
316.0,Heolstor,Noklateo,Mistwood,Crucible Knight with Sword
316.0,Heolstor,Noklateo,Northeast Tunnel Entrance,Stoneskin Lords
317.0,Heolstor,Noklateo,Murkwater Terminus,Beastly Brigade
317.0,Heolstor,Noklateo,Stormhill,Grave Warden Duelist
317.0,Heolstor,Noklateo,Highroad,Crucible Knight with Spear
317.0,Heolstor,Noklateo,East of Lake,Godskin Apostle
317.0,Heolstor,Noklateo,Mistwood,Banished Knights
317.0,Heolstor,Noklateo,Northeast Tunnel Entrance,Crystalians
318.0,Heolstor,Noklateo,Murkwater Terminus,Bloodhound Knight
318.0,Heolstor,Noklateo,Stormhill,Dragonkin Soldier
318.0,Heolstor,Noklateo,Highroad,Beastmen of Farum Azula
318.0,Heolstor,Noklateo,East of Lake,Godskin Apostle
318.0,Heolstor,Noklateo,Mistwood,Grave Warden Duelist
318.0,Heolstor,Noklateo,Northeast Tunnel Entrance,Nox Warriors
319.0,Heolstor,Noklateo,Murkwater Terminus,Crucible Knight with Sword
319.0,Heolstor,Noklateo,Stormhill,Nox Warriors
319.0,Heolstor,Noklateo,Highroad,Crucible Knight with Spear
319.0,Heolstor,Noklateo,East of Lake,Grave Warden Duelist
319.0,Heolstor,Noklateo,Mistwood,Beastly Brigade
319.0,Heolstor,Noklateo,Northeast Tunnel Entrance,Crystalians
